popsize, maxsubsize, migration, mutation, rec1, rec2, numinds, numindssub, maxrepro, overdom, numgens, parthreduction, parthpenalty, plotnumber
5000 100 50000 100000 0.5 0.5 50 25 300 0 10000 0.01 0.0 317
5000 100 50000 100000 0.5 0.5 50 25 300 0 10000 0.01 0.05 318
5000 100 50000 100000 0.5 0.5 50 25 300 0 10000 0.01 0.15 319
5000 100 50000 100000 0.5 0.5 50 25 300 0 10000 0.01 0.25 320
5000 25 5000 10000 0.5 0.5 1 1 300 0 10000 0.01 0.0 321
5000 25 5000 10000 0.5 0.5 1 1 300 0 10000 0.01 0.05 322
5000 25 5000 10000 0.5 0.5 1 1 300 0 10000 0.01 0.15 323
5000 25 5000 10000 0.5 0.5 1 1 300 0 10000 0.01 0.25 324
5000 25 5000 10000 0.5 0.5 1 2 300 0 10000 0.01 0.0 325
5000 25 5000 10000 0.5 0.5 1 2 300 0 10000 0.01 0.05 326
5000 25 5000 10000 0.5 0.5 1 2 300 0 10000 0.01 0.15 327
5000 25 5000 10000 0.5 0.5 1 2 300 0 10000 0.01 0.25 328
5000 25 5000 10000 0.5 0.5 2 1 300 0 10000 0.01 0.0 329
5000 25 5000 10000 0.5 0.5 2 1 300 0 10000 0.01 0.05 330
5000 25 5000 10000 0.5 0.5 2 1 300 0 10000 0.01 0.15 331
5000 25 5000 10000 0.5 0.5 2 1 300 0 10000 0.01 0.25 332
5000 25 5000 10000 0.5 0.5 2 2 300 0 10000 0.01 0.0 333
5000 25 5000 10000 0.5 0.5 2 2 300 0 10000 0.01 0.05 334
5000 25 5000 10000 0.5 0.5 2 2 300 0 10000 0.01 0.15 335
5000 25 5000 10000 0.5 0.5 2 2 300 0 10000 0.01 0.25 336
5000 25 5000 10000 0.5 0.5 1 6 300 0 10000 0.01 0.0 337
5000 25 5000 10000 0.5 0.5 1 6 300 0 10000 0.01 0.05 338
5000 25 5000 10000 0.5 0.5 1 6 300 0 10000 0.01 0.15 339
5000 25 5000 10000 0.5 0.5 1 6 300 0 10000 0.01 0.25 340
5000 25 5000 10000 0.5 0.5 6 1 300 0 10000 0.01 0.0 341
5000 25 5000 10000 0.5 0.5 6 1 300 0 10000 0.01 0.05 342
5000 25 5000 10000 0.5 0.5 6 1 300 0 10000 0.01 0.15 343
